斯柯达 昊锐 2012款 1.4T 自动 五周年典藏版,8.2,21.19,8.5万公里,2011-04,国4,1.4L/DCT双离合
起亚 K5 2011款 2.0 自动 GL,9.3,18.97,7.9万公里,2012-05,国4,2.0L/AT自动
别克 君越 2013款 2.4 自动 豪华舒适型,16.5,29.95,6.3万公里,2014-09,国5,2.4L/AT自动
日产 天籁 2011款 2.0 自动 XL舒适版,10.88,21.69,7.2万公里,2011-09,国4,2.0L/CVT无级变速
福特 福克斯两厢 2011款 1.8 手动 舒适型,4.56,12.46,9.4万公里,2011-07,国4,1.8L/MT手动
奥迪 Q5 2012款 2.0T 自动 TFSI舒适型,29.88,46.41,5.9万公里,2013-01,国4,2.0L/AT自动
福特 探险者 2013款 3.5 自动 尊享型,32.88,54.25,6.3万公里,2013-05,国4,3.5L/AT自动
奔驰 GLE级 2015款 3.0T 自动 GLE320运动SUV,76.8,94.22,1.5万公里,2016-08,国5,3.0L/AT自动
路虎 神行者 2015款 2.0T 自动 Si4 XS,34.98,58.4,3.8万公里,2015-01,国5,2.0L/AT自动
凯迪拉克 SRX 2013款 3.0 自动 领先型四驱,28.8,57.51,5.3万公里,2013-09,国4,3.0L/AT自动
本田 凌派 2013款 1.8 自动 豪华版,9.6,14.63,1.2万公里,2013-09,国4,1.8L/AT自动
福特 嘉年华两厢 2013款 1.5 手动 时尚型,5.2,9.76,3.4万公里,2014-07,国5,1.5L/MT手动
雪佛兰 科鲁兹三厢 2013款 1.6 手动 SE WTCC版,6.8,13.45,3.7万公里,2014-09,国4,1.6L/MT手动
名爵 MG3 2014款 1.5 自动 精英版,5.18,9.09,3.6万公里,2014-07,国4,1.5L/AMT半自动
丰田 凯美瑞 2012款 2.0 自动 骏瑞耀动版,12.6,19.52,9.5万公里,2012-05,国4,2.0L/AT自动
荣威 750 2011款 1.8T 自动 S迅雅版,6.58,18.97,5.6万公里,2011-12,国4,1.8L/AT自动
雪铁龙 C4L 2013款 1.8 手动 劲享版,7.38,14.32,5.5万公里,2013-10,国4,1.8L/MT手动
丰田 锐志 2013款 2.5 自动 V尚锐导航版,18.8,27.33,4.6万公里,2015-05,国4,2.5L/AT自动
大众 甲壳虫 2013款 1.2T 自动 舒适型,16.6,27.12,3.6万公里,2013-05,国5,1.2L/DCT双离合
奥迪 A3三厢 2014款 1.4T 自动 35TFSI舒适型,19.8,27.66,7.2万公里,2016-04,国5,1.4L/DCT双离合
奔驰 R级 2014款 3.0T 自动 R320商务型四驱,42.5,64.91,5.4万公里,2014-07,国5,3.0L/AT自动
大众 凌渡 2015款 1.4T 自动 230TSI风尚版,13.98,17.36,1.8万公里,2016-12,国5,1.4L/DCT双离合
丰田 花冠 2013款 1.6 手动 卓越型,5.98,10.94,3.1万公里,2013-12,国4,1.6L/MT手动
宝马 Z4敞篷车 2011款 2.5 自动 23i硬顶烈焰限量版,26.8,66.52,10.2万公里,2012-02,国4,2.5L/AT自动
凯迪拉克 SRX 2014款 3.0 自动 精英版前驱,25.6,51.0,8.7万公里,2014-09,国5,3.0L/AT自动
奥迪 Q5 2015款 2.0T 自动 40TFSI技术型,32.9,46.85,5.0万公里,2015-06,国5,2.0L/AT自动
奥迪 Q5 2013款 2.0T 自动 40TFSI技术型,27.98,46.41,8.7万公里,2013-08,国4,2.0L/AT自动
英菲尼迪 Q70L 2015款 2.5 自动 精英版,28.8,43.4,6.2万公里,2016-01,国5,2.5L/AT自动
奔驰 CLS级三厢 2015款 2.0T 自动 CLS260,59.99,77.94,1.2万公里,2017-09,国5,2.0L/AT自动
现代 胜达 2013款 2.4 自动 舒适型前驱,14.98,24.73,4.0万公里,2014-03,国4,2.4L/AT自动
雪佛兰 科鲁兹三厢 2012款 1.8 自动 SE,7.68,14.86,5.8万公里,2013-07,国4,1.8L/AT自动
现代 索纳塔 2011款 2.0 自动 GLX豪华版,8.9,20.61,5.2万公里,2012-05,国4,2.0L/AT自动
哈弗 哈弗H6 2015款 1.5T 自动 运动版豪华型前驱,10.8,14.85,1.1万公里,2016-04,国5,1.5L/AT自动
宝骏 730 2017款 1.5T 手动 尊享型,9.3,10.51,0.3万公里,2017-06,国5,1.5L/MT手动
别克 英朗GT 2016款 1.5 自动 15N精英型,8.98,13.77,1.0万公里,2016-09,国5,1.5L/AT自动
现代 瑞纳三厢 2016款 1.4 自动 GLS智能型,6.49,9.43,0.1万公里,2017-09,国5,1.4L/AT自动
雪佛兰 乐风 2010款 1.6 手动 SX魅动版,3.28,10.19,9.7万公里,2010-11,国4,1.6L/MT手动
雪佛兰 科鲁兹三厢 2015款 1.5 手动 精英版,8.8,13.01,1.5万公里,2015-09,国5,1.5L/MT手动
荣威 550 2010款 1.8 自动 S启臻版,6.58,16.26,7.2万公里,2011-06,国4,1.8L/AT自动
现代 伊兰特三厢 2011款 1.6 手动 舒适型GL ,4.38,9.75,7.5万公里,2011-09,国4,1.6L/MT手动
大众 朗逸 2013款 1.6 自动 风尚版 改款,7.98,13.56,2.4万公里,2015-06,国5,1.6L/AT自动
福特 蒙迪欧 2013款 1.5T 自动 GTDi180时尚型,15.0,20.6,0.8万公里,2016-01,国5,1.5L/AT自动
现代 索纳塔 2014款 2.4 自动 GLX豪华版 国IV,12.8,22.78,6.2万公里,2014-12,国4,2.4L/AT自动
奥迪 A4L 2016款 2.0T 自动 35TFSI标准型典藏版,24.68,33.95,3.3万公里,2016-02,国5,2.0L/CVT无级变速
广汽传祺 传祺GS4 2017款 1.5T 自动 235T精英版前驱,12.98,14.52,0.2万公里,2017-05,国5,1.5L/AT自动
本田 雅阁 2015款 2.0 自动 舒适版LX,14.8,19.52,3.8万公里,2015-06,国5,2.0L/CVT无级变速
MINI COUPE 2012款 1.6 自动,19.6,34.52,4.0万公里,2013-07,国4,1.6L/AT自动
大众 CC 2015款 2.0T 自动 至尊型,22.5,32.98,2.2万公里,2015-05,国5,2.0L/DCT双离合
马自达 马自达6 2013款 2.0 自动 时尚型,9.8,16.04,5.7万公里,2014-04,国4,2.0L/AT自动
起亚 智跑 2012款 2.0 自动 GL前驱,10.8,19.41,4.7万公里,2013-04,国4,2.0L/AT自动
大众 尚酷两厢 2011款 1.4T 自动 单增压风尚版,15.68,25.6,8.0万公里,2013-09,国4,1.4L/DCT双离合
奔驰 C级 2015款 2.0T 自动 C200L 改款,34.6,38.4,4.2万公里,2016-02,国5,2.0L/AT自动
奔驰 C级 2015款 2.0T 自动 C200L运动型,32.98,40.05,5.5万公里,2016-01,国5,2.0L/AT自动
奥迪 A6L 2014款 2.0T 自动 TFSI标准型,34.8,44.48,4.6万公里,2016-01,国5,2.0L/CVT无级变速
奥迪 A6L 2014款 2.5 自动 30FSI舒适型,30.0,50.88,7.3万公里,2014-04,国4,2.5L/CVT无级变速
别克 GL8 2012款 2.4 自动 BASE舒适版,10.9,22.69,5.3万公里,2012-07,国4,2.4L/AT自动
大众 高尔夫 2015款 1.6 自动 时尚型,9.6,14.53,1.9万公里,2014-10,国5,1.6L/AT自动
宝马 5系 2012款 2.5 自动 520Li典雅型,24.3,46.52,7.3万公里,2012-05,国4,2.5L/AT自动
大众 朗逸 2015款 1.6 手动 舒适版,9.6,13.56,2.4万公里,2016-01,国5,1.6L/MT手动
别克 君威 2012款 2.0 自动 舒适型,9.38,20.18,5.3万公里,2012-08,国4,2.0L/AT自动
别克 英朗XT 2013款 1.6T 自动 时尚运动型,10.8,18.62,5.1万公里,2013-10,国4,1.6L/AT自动
名爵 锐腾 2015款 2.0T 自动 豪华版前驱,10.5,17.33,2.6万公里,2015-05,国5,2.0L/DCT双离合
雪铁龙 世嘉三厢 2011款 2.0 自动 贺岁版,5.2,14.42,9.7万公里,2012-01,国4,2.0L/AT自动
雪佛兰 爱唯欧三厢 2011款 1.6 自动 SX,5.98,12.14,8.4万公里,2011-08,国4,1.6L/AT自动
现代 朗动 2012款 1.6 手动 GLX领先型,6.5,12.57,6.7万公里,2013-04,国4,1.6L/MT手动
马自达 马自达6 2015款 2.0 自动 时尚型,9.8,16.04,3.7万公里,2015-03,国5,2.0L/AT自动
雷克萨斯 RX 2011款 2.7 自动 270典雅版,22.5,57.86,8.6万公里,2010-12,国4,2.7L/AT自动
福特 翼虎 2015款 2.0T 自动 GTDi尊贵型四驱,18.98,29.94,6.0万公里,2015-05,国5,2.0L/AT自动
奔驰 E级Coupe 2014款 2.0T 自动 E200,37.86,57.53,4.6万公里,2015-02,国5,2.0L/AT自动
奥迪 A3两厢五门版 2013款 1.8T 自动 35TFSI尊贵版,16.6,35.6,2.1万公里,2014-03,国4,1.8L/DCT双离合
起亚 K3 2013款 1.6 自动 GLS,8.58,13.55,3.5万公里,2014-04,国4,1.6L/AT自动
本田 凌派 2015款 1.8 自动 超配限量版,10.8,14.63,3.7万公里,2015-09,国4,1.8L/AT自动
丰田 凯美瑞 2010款 2.0 自动 200G经典型,11.3,20.93,8.6万公里,2011-10,国4,2.0L/AT自动
纳智捷 大7-SUV 2014款 2.2T 自动 智慧型前驱,12.98,24.62,3.6万公里,2014-03,国4,2.2L/AT自动
长安 逸动XT 2016款 1.6 自动 俊酷型,7.6,8.89,0.8万公里,2016-08,国5,1.6L/AT自动
MINI MINI 2011款 1.6 自动 ONE,13.3,24.42,8.7万公里,2012-01,国4,1.6L/AT自动
现代 瑞纳三厢 2016款 1.4 手动 GLS智能型,6.49,8.56,0.1万公里,2017-09,国5,1.4L/MT手动
雪铁龙 世嘉两厢 2011款 1.6 自动 炫雅型,4.98,12.9,8.0万公里,2010-10,国4,1.6L/AT自动
奔驰 GLK级 2013款 3.0 自动 GLK300时尚型 改款,31.9,52.65,7.4万公里,2013-12,国4,3.0L/AT自动
福特 全顺经典 2013款 2.8T 手动 普通型长轴中顶JX493ZLQ4 柴油,11.9,17.47,4.2万公里,2014-08,国4,2.8L/MT手动
捷豹 XF 2014款 2.0T 自动 风华版,31.93,59.7,6.9万公里,2014-05,国4,2.0L/AT自动
奥迪 Q7 2012款 3.0T 自动 (272HP)进取型,43.8,89.12,8.2万公里,2012-09,国5,3.0L/AT自动
奥迪 A8L 2013款 2.5 自动 30FSI舒适型,49.0,94.54,4.1万公里,2014-03,国4,2.5L/AT自动
福特 蒙迪欧 2011款 2.0T 自动 GTDi200致胜时尚型,7.9,21.69,8.2万公里,2011-11,国4,2.0L/DCT双离合
奥迪 Q5 2013款 2.0T 自动 40TFSI技术型,34.8,46.41,5.2万公里,2014-03,国4,2.0L/AT自动
宝马 5系 2013款 2.0T 自动 525Li领先型,32.8,49.89,7.6万公里,2014-02,国4,2.0L/AT自动
奥迪 A5掀背 2014款 2.0T 自动 45TFSI风尚版,30.8,54.25,4.7万公里,2014-03,国4,2.0L/CVT无级变速
克莱斯勒 大捷龙 2014款 3.6 自动 舒适版,28.88,48.5,4.3万公里,2014-11,国5,3.6L/AT自动
丰田 埃尔法 2011款 3.5 自动 豪华型,55.98,74.77,7.0万公里,2012-04,国5,3.5L/AT自动
现代 索纳塔 2011款 2.0 自动 GLX豪华版,10.88,21.59,7.2万公里,2012-10,国4,2.0L/AT自动
奔驰 AMG-C级 2015款 4.0T 自动 C63,77.88,108.33,3.2万公里,2016-08,国5,4.0L/AT自动
凯迪拉克 ATS-L 2016款 2.0T 自动 28T时尚型,23.88,34.6,0.2万公里,2016-06,国5,2.0L/AT自动
福特 福克斯两厢 2012款 1.8 手动 经典基本型,5.5,10.83,8.9万公里,2012-12,国4,1.8L/MT手动
MINI MINI 2014款 1.5T 自动 COOPER Fun,19.5,27.68,4.0万公里,2015-05,国4,1.5L/AT自动
奔驰 ML级 2014款 3.0T 自动 ML400动感型,63.8,98.56,3.6万公里,2014-09,国5,3.0L/AT自动
丰田 凯美瑞 2012款 2.0 自动 200G经典豪华版,12.6,21.04,7.2万公里,2012-07,国4,2.0L/AT自动
丰田 凯美瑞 2012款 2.0 自动 200E经典精英型,10.88,19.84,4.8万公里,2012-12,国4,2.0L/AT自动
沃尔沃 XC60 2011款 2.0T 自动 智雅版前驱,17.68,49.71,8.8万公里,2011-06,国5,2.0L/DCT双离合
奥迪 A6L 2014款 2.0T 自动 TFSI标准型,32.98,44.48,1.7万公里,2016-01,国5,2.0L/CVT无级变速
雪佛兰 科鲁兹三厢 2015款 1.5 自动 经典版SE,7.8,11.93,4.6万公里,2015-08,国5,1.5L/AT自动
现代 朗动 2012款 1.6 自动 GLX领先型,7.2,13.66,14.0万公里,2012-10,国4,1.6L/AT自动
福特 Mustang 2015款 2.3T 自动 性能版,32.2,43.4,1.9万公里,2016-05,国5,2.3L/AT自动
雪铁龙 世嘉两厢 2010款 1.6 手动 炫酷版时尚型,6.0,11.81,6.4万公里,2011-01,国4,1.6L/MT手动
宝马 X1 2013款 2.0 自动 18i时尚型后驱,20.68,30.94,9.3万公里,2014-03,国4,2.0L/AT自动
道奇 酷威 2010款 2.7 自动,11.98,32.55,10.4万公里,2010-12,国4,2.7L/AT自动
大众 尚酷两厢 2011款 1.4T 自动 单增压风尚版,12.8,25.6,4.8万公里,2013-01,国4,1.4L/DCT双离合
奇瑞 风云2两厢 2013款 1.5 手动 锐意版,3.0,5.59,4.0万公里,2014-04,国4,1.5L/MT手动
宝马 7系 2009款 3.0 自动 730Li豪华型,35.68,110.5,8.0万公里,2012-09,国4,3.0L/AT自动
起亚 智跑 2012款 2.0 自动 GLS前驱,9.88,20.93,7.8万公里,2012-03,国4,2.0L/AT自动
宝马 5系 2013款 2.0T 自动 520Li典雅型,29.8,46.52,4.5万公里,2013-09,国4,2.0L/AT自动
福特 蒙迪欧 2013款 2.3 自动 致胜时尚型,13.8,19.52,9.1万公里,2014-10,国4,2.3L/AT自动
福特 翼虎 2015款 1.5T 自动 GTDi精英型四驱,17.68,26.03,6.0万公里,2015-10,国5,1.5L/AT自动
宝马 X1 2010款 2.0 自动 18i豪华型后驱,18.7,39.84,8.8万公里,2011-07,国4,2.0L/AT自动
Jeep 自由客 2014款 2.0 自动 运动增强版前驱,14.98,24.95,4.5万公里,2014-09,国5,2.0L/CVT无级变速
宝马 5系 2011款 3.0 自动 528Li豪华型,28.8,67.91,8.8万公里,2012-02,国4,3.0L/AT自动
奥迪 A4L 2013款 2.0T 自动 35TFSI舒适型,21.98,35.81,6.0万公里,2014-01,国4,2.0L/CVT无级变速
宝马 2系Coupe 2014款 3.0T 自动 M235i,45.8,54.06,2.1万公里,2016-07,国5,3.0L/AT自动
宝马 X6 2011款 3.0T 自动 35i豪华型,40.8,114.52,9.5万公里,2011-10,国4,3.0L/AT自动
雷克萨斯 RX 2013款 2.7 自动 270精英版前驱,36.8,50.91,3.8万公里,2014-06,国4,2.7L/AT自动
宝马 X1 2010款 3.0 自动 25i四驱,16.98,51.34,10.5万公里,2011-10,国4,3.0L/AT自动
大众 POLO两厢 2016款 1.6 自动 舒适型,9.9,11.28,2.2万公里,2016-07,国5,1.6L/AT自动
陆风 X7 2015款 2.0T 自动 全景旗舰版,11.88,16.04,2.1万公里,2015-09,国5,2.0L/AT自动
大众 POLO两厢 2011款 1.6 手动 致尚版,5.9,10.84,5.5万公里,2011-03,国4,1.6L/MT手动
宝马 5系 2014款 2.0T 自动 525Li领先型,32.8,50.65,6.7万公里,2014-03,国4,2.0L/AT自动
本田 雅阁 2013款 2.0 自动 SE,12.98,22.01,6.0万公里,2013-01,国4,2.0L/AT自动
大众 宝来三厢 2014款 1.6 自动 舒适型,8.9,13.93,5.6万公里,2015-07,国4,1.6L/AT自动
丰田 雷凌 2016款 1.6 自动 G精英版,9.88,13.55,1.7万公里,2015-12,国5,1.6L/CVT无级变速
马自达 马2两厢 2011款 1.5 手动 炫动超值版,3.48,9.64,6.3万公里,2011-09,国4,1.5L/MT手动
日产 轩逸 2016款 1.6 自动 XL豪华版,10.98,14.65,1.5万公里,2016-09,国5,1.6L/CVT无级变速
宝马 5系GT 2014款 2.0T 自动 528i领先型,47.8,74.68,8.0万公里,2015-03,国5,2.0L/AT自动
奔驰 GL级 2014款 3.0T 自动 GL400动感型,81.8,119.18,8.6万公里,2014-06,国5,3.0L/AT自动
路虎 发现 2016款 3.0T 自动 SC HSE,74.8,100.73,5.3万公里,2015-08,国5,3.0L/AT自动
奔驰 GLK级 2011款 3.5 自动 GLK350(272HP),21.98,79.02,10.8万公里,2011-01,国4,3.5L/AT自动
宝马 5系 2013款 2.0T 自动 525Li领先型,29.98,49.89,5.6万公里,2013-05,国4,2.0L/AT自动
凯迪拉克 XTS 2014款 2.0T 自动 28T舒适型,23.68,37.98,2.3万公里,2014-10,国5,2.0L/AT自动
宝马 X6 2015款 2.0T 自动 28i,64.8,90.96,4.5万公里,2016-02,国5,2.0L/AT自动
凯迪拉克 CTS 2014款 2.0T 自动 28T领先版,27.18,56.23,7.1万公里,2014-06,国5,2.0L/AT自动
宝马 X5 2015款 2.0T 自动 28i,60.8,82.28,4.6万公里,2016-10,国5,2.0L/AT自动
东南 得利卡 2008款 2.0 手动 经典型5-9座,3.9,8.34,7.4万公里,2012-01,国4,2.0L/MT手动
五菱汽车 宏光 2013款 1.5 手动 豪华型5-8座,3.8,6.6,7.7万公里,2014-07,国4,1.5L/MT手动
本田 雅阁 2010款 2.4 自动 百万纪念版,10.8,28.96,11.7万公里,2010-12,国4,2.4L/AT自动
大众 朗逸 2013款 1.6 自动 风尚版 改款,8.6,13.56,4.7万公里,2015-07,国5,1.6L/AT自动
大众 朗逸 2013款 1.6 自动 风尚版 改款,8.6,13.56,2.4万公里,2015-07,国5,1.6L/AT自动
荣威 550 2010款 1.8 自动 S启臻版,6.3,16.26,11.6万公里,2011-09,国4,1.8L/AT自动
大众 朗逸 2015款 1.6 自动 舒适版,10.28,14.86,3.4万公里,2016-01,国5,1.6L/AT自动
宝马 3系 2013款 2.0T 自动 320Li时尚型,23.8,38.49,4.8万公里,2014-01,国4,2.0L/AT自动
大众 POLO两厢 2016款 1.4 自动 风尚型,6.98,9.54,1.0万公里,2016-07,国5,1.4L/AT自动
大众 朗逸 2013款 1.6 自动 风尚版 改款,9.8,13.56,3.4万公里,2015-12,国5,1.6L/AT自动
奥迪 A6L 2014款 2.5 自动 30FSI舒适型,39.8,50.88,4.0万公里,2016-03,国5,2.5L/CVT无级变速
别克 英朗GT 2015款 1.5 自动 15N进取型,9.18,13.01,2.0万公里,2016-02,国5,1.5L/AT自动
现代 朗动 2013款 1.6 自动 GLX领先型,7.99,13.87,4.0万公里,2014-07,国4,1.6L/AT自动
雪佛兰 迈锐宝 2014款 2.0 自动 豪华版,12.6,20.29,2.4万公里,2015-09,国5,2.0L/AT自动
奔驰 A级 2013款 1.6T 自动 A180时尚型,17.88,27.35,3.6万公里,2014-01,国5,1.6L/DCT双离合
起亚 K5 2012款 2.0 自动 DLX,10.3,20.49,5.1万公里,2012-04,国4,2.0L/AT自动
斯柯达 昊锐 2012款 1.8T 自动 优雅版,10.5,22.57,5.9万公里,2013-03,国4,1.8L/AT自动
奔驰 GLC级 2016款 2.0T 自动 GLC260动感型,45.3,46.46,2.2万公里,2016-01,国5,2.0L/AT自动
宝马 X1 2014款 2.0T 自动 18i时尚型后驱,20.9,30.94,6.4万公里,2014-11,国5,2.0L/AT自动
奔驰 C级 2015款 2.0T 自动 C200L运动型,28.8,40.05,2.6万公里,2014-10,国5,2.0L/AT自动
雪铁龙 C4L 2013款 1.6 自动 劲享版,9.8,14.53,0.6万公里,2015-05,国5,1.6L/AT自动
奔驰 GLK级 2013款 3.0 自动 GLK300动感型,27.8,45.37,9.3万公里,2013-01,国4,3.0L/AT自动
斯柯达 昊锐 2009款 1.8T 自动 智雅版,8.18,20.83,7.7万公里,2012-01,国4,1.8L/AT自动
别克 GL8陆尊 2006款 3.0 自动 CT舒适型7座,9.88,31.26,12.2万公里,2010-10,国4,3.0L/AT自动
Jeep 自由光 2016款 2.4 自动 专业版四驱,24.0,27.12,2.5万公里,2016-09,国5,2.4L/AT自动
雪铁龙 世嘉两厢 2011款 1.6 自动 冠军版,4.8,13.13,7.4万公里,2011-12,国4,1.6L/AT自动
奔腾 B70 2015款 1.8T 自动 精英型,8.88,13.33,3.5万公里,2015-06,国5,1.8L/AT自动
荣威 550 2014款 1.8 自动 S智选版,8.78,14.09,3.7万公里,2015-06,国5,1.8L/DCT双离合
别克 凯越 2013款 1.5 自动 经典型,6.3,11.06,6.2万公里,2014-10,国5,1.5L/AT自动
别克 君威 2014款 2.0 自动 领先时尚型,12.8,19.42,10.1万公里,2014-11,国5,2.0L/AT自动
宝马 3系 2014款 2.0T 自动 320i时尚型,24.8,37.23,3.9万公里,2014-06,国4,2.0L/AT自动
福特 福睿斯 2015款 1.5 自动 时尚型,8.98,13.0,4.5万公里,2015-04,国5,1.5L/AT自动
大众 帕萨特 2011款 1.8T 自动 尊荣版,12.6,23.75,9.9万公里,2012-01,国4,1.8L/DCT双离合
别克 凯越 2011款 1.6 手动 LX,4.2,10.84,4.0万公里,2011-09,国4,1.6L/MT手动
马自达 马3昂克赛拉两厢 2016款 1.5 自动 舒适型,9.5,13.67,3.2万公里,2015-10,国5,1.5L/AT自动
现代 名驭 2009款 2.0 手动 豪华型,5.2,13.22,9.0万公里,2011-04,国4,2.0L/MT手动
大众 速腾 2011款 1.4T 自动 技术型,7.6,17.67,11.2万公里,2012-04,国4,1.4L/DCT双离合
五菱汽车 宏光 2014款 1.5 手动 S舒适型,5.2,7.14,2.3万公里,2015-07,国4,1.5L/MT手动
福特 嘉年华三厢 2011款 1.5 自动 豪华型,5.8,11.93,3.3万公里,2012-07,国4,1.5L/AT自动
福特 福克斯三厢 2012款 1.6 自动 风尚型,8.58,15.62,6.0万公里,2013-02,国4,1.6L/DCT双离合
大众 帕萨特 2013款 2.0T 自动 御尊版,14.8,27.66,3.9万公里,2013-02,国4,2.0L/DCT双离合
大众 朗逸 2013款 1.6 自动 舒适版 改款,9.2,14.97,3.0万公里,2014-04,国4,1.6L/AT自动
宝马 5系 2012款 2.5 自动 523Li领先型,28.28,49.89,8.7万公里,2012-01,国4,2.5L/AT自动
奔驰 A级 2011款 1.5 自动 A160,11.2,25.83,6.2万公里,2011-07,国4,1.5L/CVT无级变速
荣威 350 2015款 1.5 自动 豪华天窗版,6.8,9.52,3.7万公里,2015-12,国5,1.5L/AT自动
丰田 锐志 2013款 2.5 自动 S菁锐版,17.68,22.77,1.5万公里,2016-06,国5,2.5L/AT自动
纳智捷 优6 2014款 1.8T 自动 时尚型,8.8,16.26,6.8万公里,2014-12,国5,1.8L/AT自动
福特 福克斯两厢 2012款 1.6 自动 风尚型,8.6,15.62,4.3万公里,2014-05,国4,1.6L/DCT双离合
江淮 瑞风M3 2015款 1.6 手动 豪华智能型,5.78,8.12,3.2万公里,2015-09,国5,1.6L/MT手动
别克 君威 2010款 2.0 自动 世博型,10.2,22.13,5.2万公里,2012-10,国4,2.0L/AT自动
本田 CR-V 2012款 2.0 自动 Lxi都市型前驱,14.8,21.04,3.8万公里,2014-03,国4,2.0L/AT自动
起亚 K2三厢 2015款 1.4 手动 GLS,5.6,8.46,4.9万公里,2015-02,国4,1.4L/MT手动
雪佛兰 迈锐宝 2014款 2.0 自动 豪华版,12.8,20.29,5.0万公里,2015-07,国5,2.0L/AT自动
奔驰 GLC级 2017款 2.0T 自动 GLC260动感型,46.88,46.57,3.5万公里,2016-11,国5,2.0L/AT自动
宝马 3系敞篷车 2011款 2.5 自动 325i,26.58,70.01,8.6万公里,2011-12,国4,2.5L/AT自动
宝马 X1 2010款 2.0 自动 18i豪华型后驱,15.58,39.84,15.6万公里,2011-09,国4,2.0L/AT自动
沃尔沃 V40 2014款 2.0T 自动 智雅版,16.8,30.38,5.7万公里,2014-01,国4,2.0L/AT自动
本田 CR-V 2013款 2.4 自动 VTi豪华型前驱,16.6,24.94,5.0万公里,2014-05,国4,2.4L/AT自动
斯柯达 昊锐 2009款 2.0T 自动 优雅版,9.78,23.98,10.7万公里,2011-04,国4,2.0L/AT自动
菲亚特 菲跃 2012款 2.4 自动 豪华版,14.68,29.83,5.0万公里,2013-01,国5,2.4L/AT自动
雪佛兰 迈锐宝 2014款 2.0 自动 豪华版,12.48,20.29,2.8万公里,2014-09,国5,2.0L/AT自动
别克 君威 2010款 2.0 自动 世博型,9.78,22.13,8.0万公里,2011-05,国4,2.0L/AT自动
大众 途观 2012款 1.8T 自动 菁英版四驱,14.98,29.5,6.7万公里,2013-04,国4,1.8L/AT自动
别克 凯越 2011款 1.6 手动 LE,4.68,11.71,7.2万公里,2012-09,国4,1.6L/MT手动
奥迪 A4L 2013款 1.8T 自动 30TFSI舒适型,20.8,31.59,4.4万公里,2013-12,国4,1.8L/CVT无级变速
大众 甲壳虫 2014款 1.2T 自动 时尚型,14.38,21.71,3.5万公里,2014-07,国5,1.2L/DCT双离合
大众 途安 2013款 1.4T 自动 舒适版5座,12.58,19.73,4.5万公里,2014-03,国4,1.4L/DCT双离合
宝马 7系 2009款 3.0 自动 730Li领先型,34.18,100.73,8.1万公里,2010-11,国4,3.0L/AT自动
大众 朗逸 2013款 1.6 自动 风尚版 改款,9.8,13.56,2.5万公里,2015-12,国5,1.6L/AT自动
宝马 7系 2013款 3.0T 自动 740Li豪华型,60.8,156.69,4.5万公里,2013-01,国4,3.0L/AT自动
奔驰 S级 2012款 3.0 自动 S300L Grand Edition尊贵型,48.8,108.33,4.6万公里,2013-04,国4,3.0L/AT自动
哈弗 哈弗H6 2014款 1.5T 手动 运动版精英型前驱,8.6,13.98,2.8万公里,2015-04,国4,1.5L/MT手动
奇瑞 瑞虎 2012款 1.6 手动 精英版舒适型前驱,4.58,9.75,10.8万公里,2012-05,国4,1.6L/MT手动
福特 蒙迪欧 2010款 2.3 自动 致胜时尚型,8.68,19.52,9.0万公里,2011-01,国4,2.3L/AT自动
福特 蒙迪欧 2011款 2.0T 自动 GTDi200致胜时尚型,10.78,21.69,9.0万公里,2012-12,国4,2.0L/DCT双离合
东风小康 小康C37 2012款 1.4 手动 精典型,3.76,5.73,6.3万公里,2014-05,国4,1.4L/MT手动
雪佛兰 科鲁兹三厢 2017款 1.5 自动 先锋天窗版,10.49,13.56,0.1万公里,2017-09,国5,1.5L/AT自动
丰田 凯美瑞 2013款 2.0 自动 G舒适版,13.58,20.6,6.7万公里,2013-03,国4,2.0L/AT自动
雪佛兰 迈锐宝 2012款 2.0 自动 舒适版,11.28,18.44,5.7万公里,2013-06,国4,2.0L/AT自动
福特 蒙迪欧 2011款 2.3 自动 致胜时尚型,7.8,19.52,7.5万公里,2011-06,国4,2.3L/AT自动
奔驰 威霆 2011款 2.5 自动 8-9座,18.8,36.8,8.1万公里,2012-01,国4,2.5L/AT自动
福特 翼虎 2013款 1.6T 自动 GTDi风尚型前驱,13.9,23.64,8.7万公里,2013-05,国4,1.6L/AT自动
别克 君威 2010款 2.0 自动 世博型,11.98,22.13,7.0万公里,2012-05,国4,2.0L/AT自动
日产 阳光 2011款 1.5 自动 XL豪华版,5.7,11.16,11.6万公里,2012-09,国4,1.5L/CVT无级变速
本田 思域 2012款 1.8 自动 舒适版Exi,8.2,15.17,7.2万公里,2012-12,国4,1.8L/AT自动
本田 思铂睿 2009款 2.4 自动 豪华型,10.98,25.81,9.7万公里,2011-07,国4,2.4L/AT自动
本田 CR-V 2010款 2.0 手动 Lxi都市型前驱,9.5,20.6,8.9万公里,2011-02,国4,2.0L/MT手动
Jeep 指南者 2010款 2.4 自动 运动版,11.2,26.04,10.7万公里,2011-03,国4,2.4L/CVT无级变速
路虎 神行者 2013款 2.0T 自动 Si4 SE,30.5,58.4,7.2万公里,2013-12,国4,2.0L/AT自动
路虎 极光 2013款 2.0T 自动 耀动版五门,30.8,68.17,7.5万公里,2013-10,国4,2.0L/AT自动
奔驰 R级 2011款 3.0 自动 R300L商务型,35.8,64.91,5.8万公里,2013-11,国4,3.0L/AT自动
